seasonType,year,league,teamId,athleteId,appearances_value,subIns_value,foulsCommitted_value,foulsSuffered_value,yellowCards_value,redCards_value,ownGoals_value,goalAssists_value,offsides_value,shotsOnTarget_value,totalShots_value,totalGoals_value,shotsFaced_value,saves_value,goalsConceded_value,timestamp
12993,2024,IND.2,21311,130707,16,1,0,0,1,0,0,0,0,0,0,0,0,0,25,2025-03-17 04:45:59
12993,2024,IND.2,22472,141060,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2025-03-17 04:45:59
12993,2024,IND.2,22473,141244,5,0,0,0,0,0,0,2,0,7,7,7,0,0,9,2025-03-17 04:45:57
12993,2024,IND.2,8896,146571,9,1,0,0,4,1,1,0,0,0,0,0,0,0,7,2025-03-17 04:45:56
12993,2024,IND.2,21311,149420,13,5,0,0,1,0,0,0,0,0,0,0,0,0,13,2025-03-17 04:45:59
12993,2024,IND.2,8896,151255,15,1,0,0,6,0,0,7,0,4,4,4,0,0,13,2025-03-17 04:45:56
12993,2024,IND.2,19341,152661,13,0,0,0,1,0,0,2,0,1,1,1,0,0,10,2025-03-17 04:45:58
12993,2024,IND.2,21311,155508,18,12,0,0,3,0,0,1,0,3,3,3,0,0,11,2025-03-17 04:45:59
12993,2024,IND.2,8896,164474,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2025-03-17 04:45:56
12993,2024,IND.2,18895,169652,5,1,0,0,2,0,0,0,0,1,1,1,0,0,7,2025-03-17 04:45:56
12993,2024,IND.2,22069,170396,15,1,0,0,2,0,0,5,0,3,3,3,0,0,14,2025-03-17 04:45:57
12993,2024,IND.2,18898,173006,13,0,0,0,0,0,0,2,0,11,11,11,0,0,21,2025-03-17 04:45:59
12993,2024,IND.2,18896,180171,16,0,0,0,5,0,0,3,0,1,1,1,0,0,19,2025-03-17 04:45:57
12993,2024,IND.2,18896,181257,15,6,0,0,1,0,0,2,0,5,5,4,0,0,7,2025-03-17 04:45:57
12993,2024,IND.2,22070,184454,3,0,0,0,1,0,0,0,0,1,1,1,0,0,3,2025-03-17 04:45:57
12993,2024,IND.2,18898,192834,15,1,0,0,3,1,0,4,0,3,3,3,0,0,27,2025-03-17 04:45:59
12993,2024,IND.2,21312,196710,16,0,0,0,4,0,0,3,0,7,7,6,0,0,22,2025-03-17 04:45:58
12993,2024,IND.2,21312,197467,6,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2025-03-17 04:45:58
12993,2024,IND.2,18896,198090,18,1,0,0,2,0,0,6,0,8,8,8,0,0,23,2025-03-17 04:45:57
12993,2024,IND.2,21312,199815,15,0,0,0,3,0,0,1,0,1,1,1,0,0,17,2025-03-17 04:45:58
12993,2024,IND.2,22070,201741,6,0,0,0,0,0,0,2,0,0,0,0,0,0,15,2025-02-21 05:47:21
12993,2024,IND.2,21311,213090,18,3,0,0,3,0,1,2,0,13,14,13,0,0,27,2025-03-17 04:45:59
12993,2024,IND.2,22071,218247,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:58
12993,2024,IND.2,22472,221142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2025-03-17 04:45:59
12993,2024,IND.2,19341,222223,15,3,0,0,2,0,0,1,0,7,7,7,0,0,14,2025-03-17 04:45:58
12993,2024,IND.2,22069,222528,6,4,0,0,4,0,0,0,0,2,2,2,0,0,3,2025-03-17 04:45:57
12993,2024,IND.2,22070,226356,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2025-03-17 04:45:57
12993,2024,IND.2,21311,226880,15,3,0,0,1,0,0,2,0,2,2,2,0,0,22,2025-03-17 04:45:59
12993,2024,IND.2,22069,226910,17,0,0,0,5,0,0,0,0,0,0,0,0,0,25,2025-03-17 04:45:57
12993,2024,IND.2,22070,227841,5,1,0,0,4,0,0,0,0,0,0,0,0,0,6,2025-03-17 04:45:57
12993,2024,IND.2,18895,227910,11,0,0,0,2,1,0,0,0,0,0,0,0,0,17,2025-03-17 04:45:56
12993,2024,IND.2,22069,227918,17,0,0,0,2,0,0,0,0,0,0,0,0,0,24,2025-03-17 04:45:57
12993,2024,IND.2,22472,227965,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2025-03-17 04:45:59
12993,2024,IND.2,19341,232204,18,2,0,0,1,0,0,3,0,5,6,5,0,0,14,2025-03-17 04:45:58
12993,2024,IND.2,8896,232410,17,0,0,0,5,0,0,1,0,5,5,5,0,0,17,2025-03-17 04:45:56
12993,2024,IND.2,22071,233514,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2025-03-17 04:45:58
12993,2024,IND.2,22472,234223,11,1,0,0,0,0,0,2,0,4,4,4,0,0,19,2025-03-17 04:45:59
12993,2024,IND.2,22069,235184,18,0,0,0,2,0,0,1,0,7,7,7,0,0,27,2025-03-17 04:45:57
12993,2024,IND.2,22069,243311,17,0,0,0,4,0,0,3,0,2,2,2,0,0,24,2025-03-17 04:45:57
12993,2024,IND.2,18895,245809,5,3,0,0,1,1,0,0,0,0,0,0,0,0,8,2025-03-17 04:45:56
12993,2024,IND.2,18896,245817,12,1,0,0,0,1,0,0,0,0,0,0,0,0,15,2025-03-17 04:45:57
12993,2024,IND.2,22473,246789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:57
12993,2024,IND.2,18896,247676,5,3,0,0,1,0,0,0,0,5,5,5,0,0,5,2025-03-17 04:45:57
12993,2024,IND.2,22069,249516,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2025-03-17 04:45:57
12993,2024,IND.2,8896,253236,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-26 05:37:10
12993,2024,IND.2,19341,253236,11,10,0,0,3,0,0,0,0,1,1,1,0,0,4,2025-03-17 04:45:58
12993,2024,IND.2,18896,254029,15,3,0,0,4,0,0,3,0,2,2,2,0,0,19,2025-03-17 04:45:57
12993,2024,IND.2,22071,262098,9,0,0,0,0,1,0,1,0,1,1,1,0,0,5,2025-03-17 04:45:58
12993,2024,IND.2,8896,264205,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2025-02-01 14:47:12
12993,2024,IND.2,22473,264205,10,5,0,0,2,0,0,2,0,2,2,2,0,0,5,2025-03-17 04:45:57
12993,2024,IND.2,22070,266625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2025-03-17 04:45:57
12993,2024,IND.2,22070,268004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2025-03-17 04:45:57
12993,2024,IND.2,22070,268006,23,2,0,0,7,0,0,0,0,0,0,0,0,0,28,2025-03-10 04:46:01
12993,2024,IND.2,22071,268006,23,2,0,0,7,0,0,0,0,0,0,0,0,0,28,2025-03-17 04:45:58
12993,2024,IND.2,22473,268040,18,0,0,0,2,0,0,1,0,0,0,0,0,0,24,2025-03-17 04:45:57
12993,2024,IND.2,21311,268048,9,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2025-03-17 04:45:59
12993,2024,IND.2,22071,268050,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:58
12993,2024,IND.2,18895,268058,7,0,0,0,2,0,0,0,0,0,0,0,0,0,12,2025-03-17 04:45:56
12993,2024,IND.2,21312,268060,3,1,0,0,2,0,0,0,0,0,0,0,0,0,3,2025-03-17 04:45:58
12993,2024,IND.2,21312,268068,10,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2025-03-17 04:45:58
12993,2024,IND.2,22071,268069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:58
12993,2024,IND.2,22071,268076,15,3,0,0,1,0,0,0,0,0,0,0,0,0,11,2025-03-17 04:45:58
12993,2024,IND.2,22069,268078,16,1,0,0,3,0,0,0,0,0,0,0,0,0,16,2025-03-17 04:45:57
12993,2024,IND.2,21312,268079,15,0,0,0,5,0,1,1,0,1,1,1,0,0,13,2025-03-17 04:45:58
12993,2024,IND.2,18896,268251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:57
12993,2024,IND.2,18896,268266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:57
12993,2024,IND.2,22069,268272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17 04:45:57
12993,2024,IND.2,21311,268274,14,1,0,0,1,0,0,3,0,0,0,0,0,0,20,2025-03-17 04:45:59
