seasonType,eventId,playOrder,playId,typeId,text,shortText,period,clockValue,clockDisplayValue,teamId,scoringPlay,shootout,wallclock,goalPositionX,goalPositionY,fieldpositionX,fieldPositionY,fieldPosition2X,fieldPosition2Y,athleteId,participant,updateDateTime
12749,711807,8,43487573,76,Levin Öztunali (Hamburg SV) Substitution at 66',Levin Öztunali Substitution,2,3960,66',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188058.0,Levin Öztunali,2024-08-03 09:27:20
12749,711807,8,43487573,76,Levin Öztunali (Hamburg SV) Substitution at 66',Levin Öztunali Substitution,2,3960,66',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,306895.0,Adam Karabec,2024-08-03 09:27:20
12749,711807,9,43487580,94,Julian Pauli (FC Cologne) Yellow Card at 69',Julian Pauli Yellow Card,2,4140,69',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,387975.0,Julian Pauli,2024-08-03 09:27:20
12749,711807,10,43487597,76,Florian Dietz (FC Cologne) Substitution at 76',Florian Dietz Substitution,2,4560,76',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,238566.0,Florian Dietz,2024-08-03 09:27:20
12749,711807,10,43487597,76,Florian Dietz (FC Cologne) Substitution at 76',Florian Dietz Substitution,2,4560,76',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,303792.0,Tim Lemperle,2024-08-03 09:27:20
12749,711807,11,43487601,70,Linton Maina (FC Cologne) Goal at 78',Linton Maina Goal,2,4680,78',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,231173.0,Linton Maina,2024-08-03 09:27:20
12749,711807,12,43487619,76,Moritz Heyer (Hamburg SV) Substitution at 83',Moritz Heyer Substitution,2,4980,83',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,221452.0,Moritz Heyer,2024-08-03 09:27:20
12749,711807,12,43487619,76,Moritz Heyer (Hamburg SV) Substitution at 83',Moritz Heyer Substitution,2,4980,83',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,261363.0,Ludovit Reis,2024-08-03 09:27:20
12749,711807,13,43487636,94,Ransford-Yeboah Königsdörffer (Hamburg SV) Yellow Card at 86',Ransford-Yeboah Königsdörffer Ye,2,5160,86',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,300961.0,Ransford-Yeboah Königsdörffer,2024-08-03 09:27:20
12749,711807,14,43487637,76,Marvin Obuz (FC Cologne) Substitution at 87',Marvin Obuz Substitution,2,5220,87',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,312337.0,Marvin Obuz,2024-08-03 09:27:20
12749,711807,15,43487638,76,Dominique Heintz (FC Cologne) Substitution at 87',Dominique Heintz Substitution,2,5220,87',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,167683.0,Dominique Heintz,2024-08-03 09:27:20
12749,711807,14,43487637,76,Marvin Obuz (FC Cologne) Substitution at 87',Marvin Obuz Substitution,2,5220,87',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,343969.0,Denis Huseinbasic,2024-08-03 09:27:20
12749,711807,15,43487638,76,Dominique Heintz (FC Cologne) Substitution at 87',Dominique Heintz Substitution,2,5220,87',122,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,387975.0,Julian Pauli,2024-08-03 09:27:20
12749,711807,16,43487653,76,William Mikelbrencis (Hamburg SV) Substitution at 91',William Mikelbrencis Substitutio,2,5400,90'+1',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,313897.0,William Mikelbrencis,2024-08-03 09:27:20
12749,711807,17,43487654,76,Davie Selke (Hamburg SV) Substitution at 91',Davie Selke Substitution,2,5400,90'+1',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,196032.0,Davie Selke,2024-08-03 09:27:20
12749,711807,16,43487653,76,William Mikelbrencis (Hamburg SV) Substitution at 91',William Mikelbrencis Substitutio,2,5400,90'+1',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,238542.0,Bakery Jatta,2024-08-03 09:27:20
12749,711807,17,43487654,76,Davie Selke (Hamburg SV) Substitution at 91',Davie Selke Substitution,2,5400,90'+1',127,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,300961.0,Ransford-Yeboah Königsdörffer,2024-08-03 09:27:20
12749,711808,1,43488765,94,Marcus Mathiesen (1. FC Magdeburg) Yellow Card at 45',Marcus Mathiesen Yellow Card,1,2700,45',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,219189.0,Marcus Mathiesen,2024-08-04 09:28:16
12749,711808,2,43488787,76,Luca Dürholtz (SV 07 Elversberg) Substitution at 45',Luca Dürholtz Substitution,2,2700,45',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,180818.0,Luca Dürholtz,2024-08-04 09:28:16
12749,711808,2,43488787,76,Luca Dürholtz (SV 07 Elversberg) Substitution at 45',Luca Dürholtz Substitution,2,2700,45',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,386454.0,Frederik Schmahl,2024-08-04 09:28:16
12749,711808,3,43488824,94,Daniel Heber (1. FC Magdeburg) Yellow Card at 58',Daniel Heber Yellow Card,2,3480,58',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,306994.0,Daniel Heber,2024-08-04 09:28:16
12749,711808,4,43488826,94,Semih Sahin (SV 07 Elversberg) Yellow Card at 59',Semih Sahin Yellow Card,2,3540,59',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,344743.0,Semih Sahin,2024-08-04 09:28:16
12749,711808,5,43488841,76,Tatsuya Ito (1. FC Magdeburg) Substitution at 60',Tatsuya Ito Substitution,2,3600,60',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,265775.0,Tatsuya Ito,2024-08-04 09:28:16
12749,711808,5,43488841,76,Tatsuya Ito (1. FC Magdeburg) Substitution at 60',Tatsuya Ito Substitution,2,3600,60',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366823.0,Livan Burcu,2024-08-04 09:28:16
12749,711808,6,43488842,76,Philipp Hercher (1. FC Magdeburg) Substitution at 61',Philipp Hercher Substitution,2,3660,61',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,220800.0,Philipp Hercher,2024-08-04 09:28:16
12749,711808,6,43488842,76,Philipp Hercher (1. FC Magdeburg) Substitution at 61',Philipp Hercher Substitution,2,3660,61',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,240376.0,Mohamed El Hankouri,2024-08-04 09:28:16
12749,711808,7,43488849,76,Fisnik Asllani (SV 07 Elversberg) Substitution at 62',Fisnik Asllani Substitution,2,3720,62',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,331057.0,Fisnik Asllani,2024-08-04 09:28:16
12749,711808,7,43488849,76,Fisnik Asllani (SV 07 Elversberg) Substitution at 62',Fisnik Asllani Substitution,2,3720,62',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,278014.0,Manuel Feil,2024-08-04 09:28:16
12749,711808,8,43488904,76,Filimon Gerezgiher (SV 07 Elversberg) Substitution at 75',Filimon Gerezgiher Substitution,2,4500,75',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,386469.0,Filimon Gerezgiher,2024-08-04 09:28:16
12749,711808,8,43488904,76,Filimon Gerezgiher (SV 07 Elversberg) Substitution at 75',Filimon Gerezgiher Substitution,2,4500,75',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,207335.0,Luca Schnellbacher,2024-08-04 09:28:16
12749,711808,9,43488933,76,Aleksa Marusic (1. FC Magdeburg) Substitution at 82',Aleksa Marusic Substitution,2,4920,82',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,258575.0,Aleksa Marusic,2024-08-04 09:28:16
12749,711808,9,43488933,76,Aleksa Marusic (1. FC Magdeburg) Substitution at 82',Aleksa Marusic Substitution,2,4920,82',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,344660.0,Abu-Bekir Ömer El-Zein,2024-08-04 09:28:16
12749,711808,10,43488942,76,Carlo Sickinger (SV 07 Elversberg) Substitution at 85',Carlo Sickinger Substitution,2,5100,85',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,268973.0,Carlo Sickinger,2024-08-04 09:28:16
12749,711808,10,43488942,76,Carlo Sickinger (SV 07 Elversberg) Substitution at 85',Carlo Sickinger Substitution,2,5100,85',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,364898.0,Paul Stock,2024-08-04 09:28:16
12749,711808,11,43488958,94,Nicolas Kristof (SV 07 Elversberg) Yellow Card at 88',Nicolas Kristof Yellow Card,2,5280,88',10388,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,324021.0,Nicolas Kristof,2024-08-04 09:28:16
12749,711808,12,43488980,76,Jason Ceka (1. FC Magdeburg) Substitution at 92',Jason Ceka Substitution,2,5400,90'+2',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,290512.0,Jason Ceka,2024-08-04 09:28:16
12749,711808,13,43488987,94,Tatsuya Ito (1. FC Magdeburg) Yellow Card at 94',Tatsuya Ito Yellow Card,2,5400,90'+4',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,265775.0,Tatsuya Ito,2024-08-04 09:28:16
12749,711808,12,43488980,76,Jason Ceka (1. FC Magdeburg) Substitution at 92',Jason Ceka Substitution,2,5400,90'+2',10382,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,286512.0,Bryan Teixeira,2024-08-04 09:28:16
12749,711809,1,43490416,70,Tobias Mohr (Schalke 04) Goal at 9',Tobias Mohr Goal,1,540,9',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,275821.0,Tobias Mohr,2024-08-04 09:28:16
12749,711809,2,43490503,70,Moussa Sylla (Schalke 04) Goal at 25',Moussa Sylla Goal,1,1500,25',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,40791.0,Moussa Sylla,2024-08-04 09:28:16
12749,711809,3,43490530,70,Kevin Ehlers (TSV Eintracht Braunschweig) Goal at 32',Kevin Ehlers Goal,1,1920,32',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,286350.0,Kevin Ehlers,2024-08-04 09:28:16
12749,711809,4,43490612,94,Rayan Philippe (TSV Eintracht Braunschweig) Yellow Card at 39',Rayan Philippe Yellow Card,1,2340,39',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291849.0,Rayan Philippe,2024-08-04 09:28:16
12749,711809,5,43490970,76,Levente Szabo (TSV Eintracht Braunschweig) Substitution at 45',Levente Szabo Substitution,2,2700,45',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,305191.0,Levente Szabo,2024-08-05 09:30:21
12749,711809,5,43490970,76,Levente Szabo (TSV Eintracht Braunschweig) Substitution at 45',Levente Szabo Substitution,2,2700,45',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,319332.0,Sidney Raebiger,2024-08-05 09:30:21
12749,711809,6,43491040,94,Kenan Karaman (Schalke 04) Yellow Card at 51',Kenan Karaman Yellow Card,2,3060,51',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188057.0,Kenan Karaman,2024-08-05 09:30:21
12749,711809,7,43491148,76,Fabio Di-Michele-Sanchez (TSV Eintracht Braunschweig) Substitution at 58',Fabio Di-Michele-Sanchez Substit,2,3480,58',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,343950.0,Fabio Di-Michele-Sanchez,2024-08-05 09:30:21
12749,711809,7,43491148,76,Fabio Di-Michele-Sanchez (TSV Eintracht Braunschweig) Substitution at 58',Fabio Di-Michele-Sanchez Substit,2,3480,58',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291753.0,Leon Bell,2024-08-05 09:30:21
12749,711809,8,43491220,76,Emil Höjlund (Schalke 04) Substitution at 68',Emil Höjlund Substitution,2,4080,68',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,332429.0,Emil Höjlund,2024-08-05 09:30:21
12749,711809,9,43491221,76,Anton Donkor (Schalke 04) Substitution at 68',Anton Donkor Substitution,2,4080,68',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,238273.0,Anton Donkor,2024-08-05 09:30:21
12749,711809,10,43491222,76,Marcin Kaminski (Schalke 04) Substitution at 68',Marcin Kaminski Substitution,2,4080,68',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,154394.0,Marcin Kaminski,2024-08-05 09:30:21
12749,711809,8,43491220,76,Emil Höjlund (Schalke 04) Substitution at 68',Emil Höjlund Substitution,2,4080,68',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,275821.0,Tobias Mohr,2024-08-05 09:30:21
12749,711809,9,43491221,76,Anton Donkor (Schalke 04) Substitution at 68',Anton Donkor Substitution,2,4080,68',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,316105.0,Mehmet Can Aydin,2024-08-05 09:30:21
12749,711809,10,43491222,76,Marcin Kaminski (Schalke 04) Substitution at 68',Marcin Kaminski Substitution,2,4080,68',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,205916.0,Janik Bachmann,2024-08-05 09:30:21
12749,711809,11,43491227,94,Marcin Kaminski (Schalke 04) Yellow Card at 69',Marcin Kaminski Yellow Card,2,4140,69',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,154394.0,Marcin Kaminski,2024-08-05 09:30:21
12749,711809,12,43491242,70,Kenan Karaman (Schalke 04) Goal at 73',Kenan Karaman Goal,2,4380,73',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188057.0,Kenan Karaman,2024-08-05 09:30:21
12749,711809,13,43491298,76,Christian Conteh (TSV Eintracht Braunschweig) Substitution at 77',Christian Conteh Substitution,2,4620,77',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,288371.0,Christian Conteh,2024-08-05 09:30:21
12749,711809,14,43491299,76,Walid Ould-Chikh (TSV Eintracht Braunschweig) Substitution at 77',Walid Ould-Chikh Substitution,2,4620,77',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,306433.0,Walid Ould-Chikh,2024-08-05 09:30:21
12749,711809,13,43491298,76,Christian Conteh (TSV Eintracht Braunschweig) Substitution at 77',Christian Conteh Substitution,2,4620,77',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,286350.0,Kevin Ehlers,2024-08-05 09:30:21
12749,711809,14,43491299,76,Walid Ould-Chikh (TSV Eintracht Braunschweig) Substitution at 77',Walid Ould-Chikh Substitution,2,4620,77',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,189552.0,Fabio Kaufmann,2024-08-05 09:30:21
12749,711809,15,43491300,94,Walid Ould-Chikh (TSV Eintracht Braunschweig) Yellow Card at 78',Walid Ould-Chikh Yellow Card,2,4680,78',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,306433.0,Walid Ould-Chikh,2024-08-05 09:30:21
12749,711809,16,43491370,70,Moussa Sylla (Schalke 04) Goal at 82',Moussa Sylla Goal,2,4920,82',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,40791.0,Moussa Sylla,2024-08-05 09:30:21
12749,711809,17,43491385,70,Kenan Karaman (Schalke 04) Goal at 83',Kenan Karaman Goal,2,4980,83',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188057.0,Kenan Karaman,2024-08-05 09:30:21
12749,711809,18,43491421,76,Robert Ivanov (TSV Eintracht Braunschweig) Substitution at 86',Robert Ivanov Substitution,2,5160,86',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,284738.0,Robert Ivanov,2024-08-05 09:30:21
12749,711809,18,43491421,76,Robert Ivanov (TSV Eintracht Braunschweig) Substitution at 86',Robert Ivanov Substitution,2,5160,86',3067,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291849.0,Rayan Philippe,2024-08-05 09:30:21
12749,711809,19,43491445,76,Ibrahima Cissé (Schalke 04) Substitution at 88',Ibrahima Cissé Substitution,2,5280,88',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,387996.0,Ibrahima Cissé,2024-08-05 09:30:21
12749,711809,20,43491446,76,Sebastian Polter (Schalke 04) Substitution at 88',Sebastian Polter Substitution,2,5280,88',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,136593.0,Sebastian Polter,2024-08-05 09:30:21
12749,711809,19,43491445,76,Ibrahima Cissé (Schalke 04) Substitution at 88',Ibrahima Cissé Substitution,2,5280,88',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,164919.0,Tomás Kalas,2024-08-05 09:30:21
12749,711809,20,43491446,76,Sebastian Polter (Schalke 04) Substitution at 88',Sebastian Polter Substitution,2,5280,88',133,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188057.0,Kenan Karaman,2024-08-05 09:30:21
12749,711810,1,43495790,94,Gideon Jung (SpVgg Greuther Furth) Yellow Card at 1',Gideon Jung Yellow Card,1,60,1',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,206580.0,Gideon Jung,2024-08-05 09:30:21
12749,711810,2,43495792,98,Julian Green (SpVgg Greuther Furth) Penalty - Scored at 25',Julian Green Penalty - Scored,1,1500,25',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,191018.0,Julian Green,2024-08-05 09:30:21
12749,711810,3,43495799,70,Malik Batmaz (Preußen Münster) Goal at 41',Malik Batmaz Goal,1,2460,41',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,278145.0,Malik Batmaz,2024-08-05 09:30:21
12749,711810,4,43495820,70,Dennis Srbeny (SpVgg Greuther Furth) Goal at 50',Dennis Srbeny Goal,2,3000,50',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,221551.0,Dennis Srbeny,2024-08-05 09:30:21
12749,711810,5,43495825,94,Jano Horst (Preußen Münster) Yellow Card at 54',Jano Horst Yellow Card,2,3240,54',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366370.0,Jano Horst,2024-08-05 09:30:21
12749,711810,6,43495826,70,Gideon Jung (SpVgg Greuther Furth) Goal at 55',Gideon Jung Goal,2,3300,55',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,206580.0,Gideon Jung,2024-08-05 09:30:21
12749,711810,7,43495839,76,Etienne Amenyido (Preußen Münster) Substitution at 64',Etienne Amenyido Substitution,2,3840,64',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,258962.0,Etienne Amenyido,2024-08-05 09:30:21
12749,711810,8,43495840,76,Daniel Kyerewaa (Preußen Münster) Substitution at 64',Daniel Kyerewaa Substitution,2,3840,64',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,337893.0,Daniel Kyerewaa,2024-08-05 09:30:21
12749,711810,7,43495839,76,Etienne Amenyido (Preußen Münster) Substitution at 64',Etienne Amenyido Substitution,2,3840,64',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188338.0,Jorrit Hendrix,2024-08-05 09:30:21
12749,711810,8,43495840,76,Daniel Kyerewaa (Preußen Münster) Substitution at 64',Daniel Kyerewaa Substitution,2,3840,64',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,260779.0,Joel Grodowski,2024-08-05 09:30:21
12749,711810,9,43495851,76,Marlon Mustapha (SpVgg Greuther Furth) Substitution at 71',Marlon Mustapha Substitution,2,4260,71',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,307265.0,Marlon Mustapha,2024-08-05 09:30:21
12749,711810,9,43495851,76,Marlon Mustapha (SpVgg Greuther Furth) Substitution at 71',Marlon Mustapha Substitution,2,4260,71',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,221551.0,Dennis Srbeny,2024-08-05 09:30:21
12749,711810,10,43495858,76,Dominik Schad (Preußen Münster) Substitution at 73',Dominik Schad Substitution,2,4380,73',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,223554.0,Dominik Schad,2024-08-05 09:30:21
12749,711810,11,43495859,76,Charalampos Makridis (Preußen Münster) Substitution at 73',Charalampos Makridis Substitutio,2,4380,73',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,296783.0,Charalampos Makridis,2024-08-05 09:30:21
12749,711810,10,43495858,76,Dominik Schad (Preußen Münster) Substitution at 73',Dominik Schad Substitution,2,4380,73',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366370.0,Jano Horst,2024-08-05 09:30:21
12749,711810,11,43495859,76,Charalampos Makridis (Preußen Münster) Substitution at 73',Charalampos Makridis Substitutio,2,4380,73',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,324322.0,Luca Bazzoli,2024-08-05 09:30:21
12749,711810,12,43495884,76,Reno Munz (SpVgg Greuther Furth) Substitution at 80',Reno Munz Substitution,2,4800,80',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,368318.0,Reno Munz,2024-08-05 09:30:21
12749,711810,13,43495885,76,Niko Gießelmann (SpVgg Greuther Furth) Substitution at 80',Niko Gießelmann Substitution,2,4800,80',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,176972.0,Niko Gießelmann,2024-08-05 09:30:21
12749,711810,12,43495884,76,Reno Munz (SpVgg Greuther Furth) Substitution at 80',Reno Munz Substitution,2,4800,80',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,362901.0,Philipp Muller,2024-08-05 09:30:21
12749,711810,13,43495885,76,Niko Gießelmann (SpVgg Greuther Furth) Substitution at 80',Niko Gießelmann Substitution,2,4800,80',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,268123.0,Roberto Massimo,2024-08-05 09:30:21
12749,711810,14,43495901,94,Marc Lorenz (Preußen Münster) Yellow Card at 83',Marc Lorenz Yellow Card,2,4980,83',9867,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,118466.0,Marc Lorenz,2024-08-05 09:30:21
12749,711810,15,43495919,76,Oualid Mhamdi (SpVgg Greuther Furth) Substitution at 89',Oualid Mhamdi Substitution,2,5340,89',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,338849.0,Oualid Mhamdi,2024-08-05 09:30:21
12749,711810,16,43495920,76,Jomaine Consbruch (SpVgg Greuther Furth) Substitution at 89',Jomaine Consbruch Substitution,2,5340,89',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,290884.0,Jomaine Consbruch,2024-08-05 09:30:21
12749,711810,15,43495919,76,Oualid Mhamdi (SpVgg Greuther Furth) Substitution at 89',Oualid Mhamdi Substitution,2,5340,89',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,306991.0,Noel Futkeu,2024-08-05 09:30:21
12749,711810,16,43495920,76,Jomaine Consbruch (SpVgg Greuther Furth) Substitution at 89',Jomaine Consbruch Substitution,2,5340,89',3070,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,289361.0,Marco Meyerhöfer,2024-08-05 09:30:21
12749,711811,1,43488677,70,Nicolo Tresoldi (Hannover 96) Goal at 11',Nicolo Tresoldi Goal,1,660,11',2428,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,335201.0,Nicolo Tresoldi,2024-08-04 09:28:16
12749,711811,2,43488714,70,Jannick Dehm (Hannover 96) Goal at 23',Jannick Dehm Goal,1,1380,23',2428,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,214185.0,Jannick Dehm,2024-08-04 09:28:16
12749,711811,3,43488823,76,Rasim Bulic (SSV Jahn Regensburg) Substitution at 57',Rasim Bulic Substitution,2,3420,57',11017,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291919.0,Rasim Bulic,2024-08-04 09:28:16
12749,711811,3,43488823,76,Rasim Bulic (SSV Jahn Regensburg) Substitution at 57',Rasim Bulic Substitution,2,3420,57',11017,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,184847.0,Andreas Geipl,2024-08-04 09:28:16
